hour;date;Índice de calor;Humedad relativa;Presión de vapor;Radiación solar;Temperatura;Punto de rocío;Temperatura del bulbo húmedo;Velocidad del viento;Racha de viento máxima;Dirección del viento;Humectación en hoja (porcentaje);Presión atmosférica;Precipitaciones
7;18/08/2024;14,825;93,5;17,33;5,25;14,825;13,7775;14,22180109;0,25;1;135;27;936,525;0
8;18/08/2024;17,275;86,75;20,2225;123;17,275;14,98;15,89705323;0,5;2,25;90;8,5;936,8;0
9;18/08/2024;21,2;73,75;25,5375;276;21,2;16,2925;18,14720201;1,25;3;45;0;937,175;0
10;18/08/2024;23,525;67,5;29,2325;469,5;23,525;17,135;19,45895561;4;7,25;22,5;0;937,35;0
11;18/08/2024;24,825;63,5;31,52;451,5;24,825;17,41;20,06160387;5;9,75;90;0;937,45;0
12;18/08/2024;25,275;59,5;32,38;594,75;25,275;16,7925;19,86565036;4,75;9;84,375;0;937,35;0
13;18/08/2024;26,725;54,75;35,15;765,75;26,725;16,85;20,38753358;5,25;11,5;45;0;936,9;0
14;18/08/2024;28,31643613;49,75;37,5775;787,5;27,9;16,4375;20,55134188;5,25;10,25;45;0;936,525;0
15;18/08/2024;28,77388823;46,5;39,035;749,25;28,575;15,9875;20,54060199;5,25;11,25;33,75;0;936,05;0
16;18/08/2024;29,10120994;42,25;40,5525;384,75;29,25;15,11;20,31537876;3,75;10,75;123,75;0;935,625;0
17;18/08/2024;29,43922934;39;41,9975;392,25;29,875;14,4325;20,18757376;5,75;11,5;33,75;0;935,175;0
18;18/08/2024;29,49929599;38,25;42,2975;132;29,975;14,215;20,10790374;3,75;7,5;101,25;0;934,875;0
19;18/08/2024;27,84254424;41,5;37,9525;57;28,075;13,7825;19,26296934;4,25;8,75;33,75;0;934,775;0
20;18/08/2024;26,97147181;46,25;35,725;31,5;27;14,4425;19,21685318;8,5;14,5;45;0;934,8;0
21;18/08/2024;24,425;53,5;30,8175;2,25;24,425;14,3375;18,25577586;10,25;15,75;45;0;935,775;0
22;18/08/2024;22;61,5;26,7425;0;22;14,2175;17,30744956;9,5;16,25;45;0;936,875;0
23;18/08/2024;20,15;68;23,9525;0;20,15;14,02;16,50220542;8,25;14,75;78,75;0;937,4;0
0;19/08/2024;18,525;72,75;21,73;0;18,525;13,505;15,59146591;7,5;13;106,875;0;937,65;0
1;19/08/2024;17,25;74,25;20,11;0;17,25;12,59;14,59062189;6;10,5;50,625;0;937,75;0
2;19/08/2024;16,3;77,25;18,9775;0;16,3;12,2775;14,02998911;4,75;8,25;56,25;0;937,7;0
3;19/08/2024;15,375;79;17,93;0;15,375;11,72;13,34496172;5,75;9,5;45;0;937,275;0
4;19/08/2024;14,475;81,25;16,96;0;14,475;11,27;12,72148988;7;11,25;22,5;0;937,1;0
5;19/08/2024;13,6;83;16,06;0;13,6;10,7375;12,05967334;6;9,75;16,875;0;936,85;0
6;19/08/2024;13,2;83,75;15,66;0;13,2;10,4825;11,74852197;7;10,5;39,375;0;936,55;0
7;19/08/2024;12,775;84,75;15,25;3,75;12,775;10,25;11,43430006;6,25;10,25;33,75;0;936,45;0
8;19/08/2024;13,725;80,75;16,195;87;13,725;10,4375;11,96145927;6;10,5;39,375;0;936,75;0
9;19/08/2024;15,725;72,5;18,3275;255,75;15,725;10,74;13,00173503;7,75;12,25;28,125;0;937,025;0
10;19/08/2024;18,1;63,25;21,195;420;18,1;10,945;14,11417006;7,5;11,25;11,25;0;937,15;0
11;19/08/2024;20,9;55,75;25,0625;562,5;20,9;11,67;15,60377422;4,75;8,5;33,75;0;937,1;0
12;19/08/2024;23,6;46;29,375;669;23,6;11,2575;16,46125017;5,25;9;22,5;0;936,75;0
13;19/08/2024;26,025;36,75;33,795;729,75;26,025;10,0625;16,85739195;4,75;9;39,375;0;936,05;0
14;19/08/2024;27,86289615;36,75;38,8225;726,75;28,475;12,2825;18,70907316;3,25;8;146,25;0;935,5;0
15;19/08/2024;29,59612107;37,25;42,725;673,5;30,175;14,0125;20,07979482;4,5;10;11,25;0;934,875;0
16;19/08/2024;31,39319786;36;46,7975;471,75;31,825;14,9575;21,06816865;3,5;9;213,75;0;934,3;0
17;19/08/2024;31,38764165;30,5;48,37;447,75;32,425;12,925;20,33481172;2,75;7,75;157,5;0;933,875;0
18;19/08/2024;31,09450764;30,25;47,7925;280,5;32,2;12,62;20,12010257;2,5;7,25;123,75;0;933,725;0
19;19/08/2024;28,70047821;35;41,185;75;29,525;12,4775;19,15421143;2,25;4,75;146,25;0;933,675;0
20;19/08/2024;27,67169387;38,5;38,105;30;28,125;12,63;18,73871819;1,25;3,5;157,5;0;933,675;0
21;19/08/2024;23,55;49,5;29,34;1,5;23,55;12,27;16,905922;0,25;2,25;11,25;0;933,975;0
22;19/08/2024;19,95;56,75;23,675;0;19,95;10,965;14,9105329;1;2,5;11,25;0;934,525;0
23;19/08/2024;20,35;43,25;24,2375;0;20,35;7,3625;13,48819521;3;4,75;22,5;0;935,125;0
0;20/08/2024;19,3;38,75;22,765;0;19,3;4,8375;12,0606345;2,5;4,25;22,5;0;935,1;0
1;20/08/2024;17,8;45,5;20,795;0;17,8;5,785;11,74638024;2;3,75;45;0;935,275;0
2;20/08/2024;16,8;55,25;19,57;0;16,8;7,695;12,07440021;1,75;3,25;0;0;935,3;0
3;20/08/2024;16,325;62;19,0075;0;16,325;8,965;12,42137841;2,75;4,25;11,25;0;935,125;0
4;20/08/2024;15,575;67,5;18,1525;0;15,575;9,5325;12,34979071;2,25;3,5;56,25;0;935,05;0
5;20/08/2024;15,175;69,75;17,7075;0;15,175;9,6425;12,22375853;2;4;11,25;0;934,95;0
6;20/08/2024;14,125;72,75;16,5975;0;14,125;9,2575;11,56768361;1,25;2,75;101,25;0;934,95;0
7;20/08/2024;12,675;79,75;15,155;3;12,675;9,235;10,88702571;0,25;1,25;0;0;935,325;0
8;20/08/2024;14,65;72;17,18;82,5;14,65;9,5875;11,95858048;2,5;4,5;22,5;0;935,65;0
9;20/08/2024;18,05;58,5;21,125;246;18,05;9,72;13,5141177;5,75;9;56,25;0;935,8;0
10;20/08/2024;21;51,25;25,2125;411;21;10,495;15,0894398;5,5;9,25;11,25;0;935,975;0
11;20/08/2024;24,175;41;30,38;561,75;24,175;10,0525;16,1443228;6,25;9,75;241,875;0;936;0
12;20/08/2024;26,57904233;32,75;35,625;676,5;26,95;9,1675;16,83944673;6,25;10,25;45;0;936;0
13;20/08/2024;27,80627275;30,75;39,6575;727,5;28,85;9,9175;17,84061673;4,5;9,25;39,375;0;935,725;0
14;20/08/2024;28,92216414;28,75;42,9525;723,75;30,275;10,16;18,44311552;4,75;10,25;61,875;0;935,425;0
15;20/08/2024;30,54859024;27,75;47,1325;697,5;31,95;11,0125;19,38879172;3,5;8,5;45;0;935,15;0
16;20/08/2024;31,44890111;27,5;49,38;524,25;32,8;11,67;19,92903954;3,75;9;67,5;0;934,825;0
17;20/08/2024;30,9749415;25,5;48,77;390;32,575;10,3575;19,31980168;4;8,25;90;0;934,575;0
18;20/08/2024;30,47945262;25,5;47,5475;282;32,1;9,9525;18,99231415;4;8,5;22,5;0;934,45;0
19;20/08/2024;28,39102246;29,25;41,475;54,75;29,65;9,895;18,10918493;4;8;90;0;934,625;0
20;20/08/2024;27,28825451;33,75;37,7925;30,75;28;10,5775;17,79604804;4,25;8,25;22,5;0;934,925;0
21;20/08/2024;24,25;56,5;30,5525;1,5;24,25;14,99;18,53021937;13;19,5;11,25;0;936,35;0
22;20/08/2024;21,625;63;26,1475;0;21,625;14,24;17,18109548;11;17,75;45;0;937,475;0
23;20/08/2024;20,1;71,75;23,88;0;20,1;14,8075;16,91012442;9,5;16,75;45;0;938,025;0
0;21/08/2024;19,575;73,75;23,1375;0;19,575;14,735;16,66833713;9;15,5;112,5;0;938,075;0
1;21/08/2024;19;76,5;22,355;0;19;14,7475;16,45487148;6,5;12,75;45;0;938,475;0
2;21/08/2024;18,5;78,75;21,69;0;18,5;14,7125;16,2411712;7,5;12,25;61,875;0;938,65;0
3;21/08/2024;17,9;83;20,92;0;17,9;14,95;16,13833552;10,25;15;22,5;0;938,45;0
4;21/08/2024;17,625;84;20,575;0;17,625;14,87;15,9835111;9;14,75;45;0;938,425;0
5;21/08/2024;17,05;85,75;19,8675;0;17,05;14,625;15,61683665;8,25;13,5;45;0;938,275;0
6;21/08/2024;16,55;86,5;19,2725;0;16,55;14,27;15,21417783;8,75;12,75;33,75;0;938,225;0
7;21/08/2024;16,075;87,75;18,7175;3,75;16,075;14,0275;14,8829763;8,25;11,75;106,875;0;938,35;0
8;21/08/2024;16,875;83,75;19,665;103,5;16,875;14,0825;15,23877811;8;13,75;45;0;938,6;0
9;21/08/2024;18,8;76;22,095;274,5;18,8;14,445;16,20859649;9,5;14,5;28,125;0;938,575;0
10;21/08/2024;20,825;69,25;24,945;418,5;20,825;14,95;17,2615421;9,75;15,25;22,5;0;938,325;0
11;21/08/2024;22,875;61,25;28,1525;571,5;22,875;14,98;18,03616888;10;15,5;101,25;0;938,175;0
12;21/08/2024;24,8;55;31,4775;667,5;24,8;15,125;18,8020852;10,75;15,25;22,5;0;937,8;0
13;21/08/2024;26,81696467;49;35,2075;731,25;26,75;15,135;19,48633768;10,25;16,5;33,75;0;937,25;0
14;21/08/2024;28,71853545;44,5;39,3275;740,25;28,7;15,425;20,28936661;8,75;14;28,125;0;936,55;0
15;21/08/2024;30,28184688;39,75;43,555;691,5;30,525;15,3125;20,8304513;7,75;13,25;90;0;935,9;0
16;21/08/2024;31,41752518;35,5;46,9925;603;31,9;14,79;21,02010731;6;10,25;11,25;0;935,3;0
17;21/08/2024;32,26493505;30,5;50,3325;418,5;33,15;13,5525;20,84957148;3,75;8;135;0;934,625;0
18;21/08/2024;32,5728939;29,25;51,39;287,25;33,525;13,2075;20,82370139;2,75;5,75;112,5;0;934,025;0
19;21/08/2024;29,90404634;32,5;44,5475;48;30,925;12,565;19,67064807;4;8,25;202,5;0;933,725;0
20;21/08/2024;28,19799983;35,75;39,7825;22,5;28,9;12,245;18,8363686;3,5;5,75;90;0;934,05;0
21;21/08/2024;25,30212739;42,5;32,615;3;25,375;11,6575;17,30113932;0,75;2,25;78,75;0;934,475;0
22;21/08/2024;22,4;54;27,3825;0;22,4;12,5625;16,62023738;1,25;3,5;106,875;0;935,35;0
23;21/08/2024;20,975;59,25;25,1575;0;20,975;12,6825;16,12795938;2,25;3,75;22,5;0;935,725;0
0;22/08/2024;19,95;63,25;23,6675;0;19,95;12,71;15,74065663;1,75;3,25;16,875;0;935,95;0
1;22/08/2024;19,55;66,5;23,1175;0;19,55;13,095;15,78024414;3,25;6;101,25;0;935,75;0
2;22/08/2024;17,925;73,75;20,955;0;17,925;13,135;15,1512112;1,75;3;22,5;0;935,4;0
3;22/08/2024;16,85;78,75;19,63;0;16,85;13,11;14,69580663;0,75;2,5;22,5;0;935;0
4;22/08/2024;16;82,5;18,63;0;16;12,995;14,2836216;0;1,5;67,5;0;934,925;0
5;22/08/2024;15,125;85;17,655;0;15,125;12,5975;13,69807476;0,25;1,5;123,75;0;934,925;0
6;22/08/2024;14,1;88;16,57;0;14,1;12,12;12,99986887;0;0,75;135;1,25;934,85;0
7;22/08/2024;13,275;91,25;15,735;3;13,275;11,8675;12,49936273;0;0;135;5;935,075;0
8;22/08/2024;15,175;86;17,7625;84;15,175;12,7975;13,82128613;1,5;3,25;28,125;0,25;935,375;0
9;22/08/2024;19,4;70,5;22,9475;269,25;19,4;13,835;16,10440043;3,75;6,5;22,5;0;935,325;0
10;22/08/2024;23,5;58;29,23;435;23,5;14,72;18,11998373;1,75;4,5;112,5;0;935,6;0
11;22/08/2024;26,7534915;50,5;35,17;573;26,725;15,5625;19,69594572;2,25;5;151,875;0;935,65;0
12;22/08/2024;28,93519907;43,75;39,94;679,5;28,975;15,3875;20,36171498;3,75;6,75;180;0;935,325;0
13;22/08/2024;30,56772633;36,5;44,97;742,5;31,1;14,5125;20,62398376;4,75;9,25;168,75;0;934,6;0
14;22/08/2024;31,9038552;34;48,435;750,75;32,45;14,6275;21,1112027;7,25;13;180;0;933,975;0
15;22/08/2024;32,39634645;29,5;50,9575;693,75;33,375;13,27;20,78462849;9,25;17;180;0;933,5;0
16;22/08/2024;33,37449327;27;54,045;604,5;34,45;12,845;20,94254898;6,75;15;146,25;0;932,9;0
17;22/08/2024;33,23318477;23,75;54,8325;395,25;34,725;11,0975;20,32846468;4,5;9,75;135;0;932,35;0
18;22/08/2024;33,39398207;24,75;54,84;279,75;34,725;11,7525;20,58445462;3,5;10;270;0;932,2;0
19;22/08/2024;31,01666815;28,75;48,045;47,25;32,3;11,9425;19,85296457;3;7,25;157,5;0;932,025;0
20;22/08/2024;29,55930185;27,75;44,7225;23,25;31;10,275;18,73042696;2;5,75;157,5;0;932,225;0
21;22/08/2024;27,1491692;29,75;37,6325;1,5;27,9;8,59;16,94894239;1,5;4,5;258,75;0;932,8;0
22;22/08/2024;23,525;40;29,305;0;23,525;9,035;15,45179276;1;2,75;202,5;0;933,65;0
23;22/08/2024;21,5;43;25,9475;0;21,5;8,2825;14,35117209;1,25;3,75;157,5;0;934,25;0
0;23/08/2024;22,25;41,5;27,1375;0;22,25;8,3725;14,70022982;2,25;8,5;78,75;0;934,825;0
1;23/08/2024;20,25;62,25;24,1;0;20,25;12,755;15,8823885;3,5;5,5;11,25;0;935,075;0
2;23/08/2024;17,975;67;21,0175;0;17,975;11,71;14,43715344;1,25;2,75;11,25;0;935,275;0
3;23/08/2024;16,575;73,5;19,305;0;16,575;11,78;13,8853348;0,75;2;11,25;0;935,425;0
4;23/08/2024;15;80,75;17,5225;0;15;11,69;13,16462849;0;0,75;56,25;0;935,575;0
5;23/08/2024;14,025;84,5;16,49;0;14,025;11,4275;12,60290084;0,25;0,75;0;0;935,55;0
6;23/08/2024;13,3;88,75;15,76;0;13,3;11,46;12,29673331;0;0,5;33,75;3;935,6;0
7;23/08/2024;12,5;90,75;14,99;2,25;12,5;11,0125;11,70035842;0;1;45;19;935,775;0
8;23/08/2024;14,225;85,5;16,755;97,5;14,225;11,7675;12,85913528;0,75;2;101,25;1;936,1;0
9;23/08/2024;18,5;69;21,7125;274,5;18,5;12,66;15,13899035;2,75;5;78,75;0;936,25;0
10;23/08/2024;21,35;63,5;25,7525;439,5;21,35;14,0775;16,98845969;3;5,5;11,25;0;936,4;0
11;23/08/2024;24,65;54,25;31,225;579;24,65;14,7575;18,55640781;2,5;6,25;191,25;0;936,375;0
12;23/08/2024;26,97657255;47,5;35,4675;617,25;26,875;14,77;19,3399439;2,5;5,75;67,5;0;936,05;0
13;23/08/2024;28,65518118;40,5;40;741,75;29;14,215;19,79124266;4,25;9,75;202,5;0;935,45;0
14;23/08/2024;29,63768898;32,25;43,98;596,25;30,7;12,275;19,46905282;5;9,75;168,75;0;935,025;0
15;23/08/2024;31,44352265;31,5;48,1975;543,75;32,35;13,37;20,50296833;5;10;174,375;0;934,4;0
16;23/08/2024;32,34065365;24;52,575;506,25;33,95;10,63;19,88351776;4;11,75;180;0;933,525;0
17;23/08/2024;32,61873937;23,5;53,365;285;34,225;10,5;19,93605947;4,75;12;90;0;932,8;0
18;23/08/2024;32,08461216;22;52,5;265,5;33,925;9,3225;19,37383314;3,75;9,5;191,25;0;932,575;0
19;23/08/2024;30,10891143;27;46,235;38,25;31,6;10,3725;18,98286671;3;7,75;168,75;0;932,35;0
20;23/08/2024;28,51785745;29,25;41,805;21;29,775;9,9625;18,17048771;1;3,5;213,75;0;932,275;0
21;23/08/2024;24,85;41,25;31,6425;1,5;24,85;10,7175;16,67809852;0,25;1;157,5;0;932,525;0
22;23/08/2024;21,05;51,5;25,285;0;21,05;10,6175;15,15884244;0;1,5;0;0;932,925;0
23;23/08/2024;19,15;59,75;22,565;0;19,15;11,0825;14,60914605;0,25;1,25;78,75;0;933,175;0
0;24/08/2024;17,775;61,5;20,765;0;17,775;10,185;13,61827089;0,25;1,75;123,75;0;933,275;0
1;24/08/2024;16,975;58,5;19,7775;0;16,975;8,715;12,59183303;0,75;2,25;123,75;0;933,125;0
2;24/08/2024;15,95;64,5;18,58;0;15,95;9,205;12,36022429;0;1,25;22,5;0;932,85;0
3;24/08/2024;14,925;71;17,4375;0;14,925;9,6625;12,12013094;0;1,25;247,5;0;932,475;0
4;24/08/2024;14,325;73,75;16,8;0;14,325;9,6475;11,84588483;0,5;1,5;45;0;932,2;0
5;24/08/2024;13,9;72,75;16,36;0;13,9;9,04;11,3607842;0,25;1,5;112,5;0;931,85;0
6;24/08/2024;13,3;73,75;15,7625;0;13,3;8,6525;10,9030999;0;0,75;78,75;0;931,85;0
7;24/08/2024;12,625;79;15,1075;2,25;12,625;9,0425;10,76906248;0;1,25;146,25;0;932,25;0
8;24/08/2024;15,1;67;17,7475;89,25;15,1;8,8275;11,79274506;0;0,25;67,5;0;932,6;0
9;24/08/2024;20,95;51,75;25,1775;261;20,95;10,5975;15,10503562;0,5;2,25;146,25;0;933,025;0
10;24/08/2024;23,5;50;29,21;429,75;23,5;12,445;16,96827407;4,25;6,25;180;0;933,075;0
11;24/08/2024;27,19715867;47;36,005;565,5;27,125;14,825;19,44475132;5,75;10,25;191,25;0;933,275;0
12;24/08/2024;29,68957347;41,75;41,88;663;29,825;15,43;20,657978;6,5;15;213,75;0;933,3;0
13;24/08/2024;30,00498976;34,5;44,29;720,75;30,825;13,4025;20,00984088;8,5;16,75;191,25;0;933,325;0
14;24/08/2024;30,62871258;33;46,025;732,75;31,525;13,3525;20,22022653;8,25;19,25;168,75;0;933,275;0
15;24/08/2024;31,4769318;31,25;48,3675;681;32,425;13,3125;20,49636676;7;16,75;202,5;0;932,95;0
16;24/08/2024;31,35571148;27,25;49,235;645,75;32,75;11,5025;19,83005877;8,25;17,25;191,25;0;932,7;0
17;24/08/2024;31,49855507;27,25;49,575;414;32,875;11,615;19,9167917;5,25;11,5;180;0;932,6;0
18;24/08/2024;30,46371754;29;46,6975;119,25;31,775;11,6025;19,53553536;4,75;11;202,5;0;932,725;0
19;24/08/2024;28,8417559;41,5;40,2825;78;29,1;14,5775;20,00380992;6,25;12,25;264,375;0;933,2;0
20;24/08/2024;27,42973161;45,75;36,43;38,25;27,35;14,63;19,42523145;7;11,5;78,75;0;933,975;0
21;24/08/2024;22,65;55,75;27,985;0,75;22,65;13,2125;17,0157935;11,25;18,25;11,25;0;935,45;0
22;24/08/2024;18,375;66,25;21,5425;0;18,375;11,9225;14,71049135;11,75;19;112,5;0;937,2;0
23;24/08/2024;17,275;68,5;20,1425;0;17,275;11,3825;13,98509043;11,5;17,75;33,75;0;937,95;0
0;25/08/2024;16,65;72,5;19,39;0;16,65;11,6475;13,85355728;10,75;17,25;95,625;0;938,425;0
1;25/08/2024;16,225;74,5;18,89;0;16,225;11,65;13,67643509;10,25;16,25;22,5;0;938,75;0
2;25/08/2024;15,925;75,5;18,545;0;15,925;11,565;13,50364234;8,5;13,75;22,5;0;938,75;0
3;25/08/2024;15,725;78;18,3175;0;15,725;11,8675;13,57350521;9,75;15,25;118,125;0;938,675;0
4;25/08/2024;15,675;79,75;18,2625;0;15,675;12,1575;13,70336564;10,5;18;22,5;0;938,575;0
5;25/08/2024;15,3;80,5;17,8475;0;15,3;11,9375;13,42607167;9,75;15,5;33,75;0;938,5;0
6;25/08/2024;15;82,25;17,52;0;15;11,9725;13,31548975;9,25;16,25;45;0;938,625;0
7;25/08/2024;14,9;82,25;17,41;1,5;14,9;11,875;13,22119149;8,75;14,75;33,75;0;939;0
8;25/08/2024;15,45;79,5;18,015;94,5;15,45;11,8875;13,46587527;12,25;19;123,75;0;939,5;0
9;25/08/2024;16,9;73,75;19,695;276;16,9;12,1425;14,21423185;13;19,75;33,75;0;939,75;0
10;25/08/2024;18,175;69,25;21,28;408;18,175;12,41;14,87813374;12,5;18,75;28,125;0;939,775;0
11;25/08/2024;19,875;64,75;23,565;564;19,875;13,0025;15,86707379;12,25;18,75;11,25;0;939,675;0
12;25/08/2024;21,85;60,75;26,4975;665,25;21,85;13,895;17,08880132;12,25;18,5;11,25;0;939,55;0
13;25/08/2024;23,5;56,25;29,19;718,5;23,5;14,2575;17,88846377;10,75;17,5;22,5;0;939,15;0
14;25/08/2024;25,025;52,75;31,8875;725,25;25,025;14,685;18,65664314;9,5;15,25;22,5;0;938,65;0
15;25/08/2024;26,125;49,5;33,9625;680,25;26,125;14,715;19,05935966;11;16,75;106,875;0;938,175;0
16;25/08/2024;26,775;47,75;35,25;549,75;26,775;14,7625;19,30613205;11;18,25;101,25;0;937,75;0
17;25/08/2024;26,45;47;34,6025;441;26,45;14,22;18,91953822;11,5;18,5;33,75;0;937,325;0
18;25/08/2024;25,175;50,5;32,1675;264;25,175;14,1525;18,43462202;12,75;19;56,25;0;937,325;0
19;25/08/2024;22,575;54,5;27,655;40,5;22,575;12,9025;16,8555741;14;21;33,75;0;937,5;0
20;25/08/2024;20,425;59;24,36;15,75;20,425;12,095;15,625074;13;19,75;39,375;0;938,175;0
21;25/08/2024;18,125;65;21,215;0,75;18,125;11,3925;14,34652206;11;17,25;28,125;0;938,925;0
22;25/08/2024;16,325;70;19,0075;0;16,325;10,795;13,29225095;13;19,5;106,875;0;939,575;0
23;25/08/2024;15,225;74,75;17,765;0;15,225;10,73;12,78202503;11,75;18,25;22,5;0;939,85;0
0;26/08/2024;14,5;75,5;16,985;0;14,5;10,1825;12,18942503;10,75;17,75;22,5;0;939,625;0
1;26/08/2024;13,625;77,25;16,085;0;13,625;9,68;11,54583373;7,5;12,25;90;0;939,425;0
2;26/08/2024;13,1;79,25;15,565;0;13,1;9,5525;11,24342377;7,25;12,75;33,75;0;939,4;0
3;26/08/2024;12,525;81;15,0125;0;12,525;9,32;10,86191183;6,5;10,5;112,5;0;939,225;0
4;26/08/2024;11,925;82,75;14,4525;0;11,925;9,0525;10,45039999;6;9,75;22,5;0;939,025;0
5;26/08/2024;11,45;83;14,025;0;11,45;8,635;10,02145945;6,5;11;33,75;0;938,775;0
6;26/08/2024;11,025;84;13,6575;0;11,025;8,395;9,702254171;6,75;10;22,5;0;938,675;0
7;26/08/2024;10,725;85,75;13,3925;1,5;10,725;8,41;9,562701737;5,5;9;45;0;939,075;0
8;26/08/2024;11,8;82,75;14,355;100,5;11,8;8,9225;10,32552629;5,75;9,5;45;0;939,45;0
9;26/08/2024;14,6;75;17,1075;277,5;14,6;10,175;12,22801607;6,5;10;33,75;0;939,325;0
10;26/08/2024;17,125;69,75;19,9725;417,75;17,125;11,51;13,98573255;7,75;12,25;22,5;0;939,325;0
11;26/08/2024;19,925;64;23,6525;576;19,925;12,8675;15,81514862;7,75;12,5;11,25;0;939,25;0
12;26/08/2024;22,1;59,75;26,9;668,25;22,1;13,875;17,16893369;8,25;13;22,5;0;938,85;0
13;26/08/2024;24,35;54;30,675;724,5;24,35;14,4075;18,27220308;6,5;11,25;28,125;0;938,375;0
14;26/08/2024;26,225;43;34,17;732;26,225;12,5625;18,06426716;6,5;11,75;78,75;0;937,75;0
15;26/08/2024;27,37678282;37;37,5325;679,5;27,875;11,825;18,3026861;5;10,5;135;0;937,125;0
16;26/08/2024;28,4108895;35;40,49;446,25;29,225;12,2075;18,9429368;4,75;11,25;118,125;0;936,575;0
17;26/08/2024;28,81213393;31,5;42,11;278,25;29,925;11,1775;18,75636797;3,75;8,5;123,75;0;936,025;0
18;26/08/2024;28,7083932;29;42,3475;275,25;30,025;10,0925;18,3261433;3,75;8,25;56,25;0;935,4;0
19;26/08/2024;27,1098606;31,25;37,64;40,5;27,925;9,3675;17,2743448;4,25;7,75;95,625;0;935,125;0
20;26/08/2024;25,75;35;33,255;21;25,75;9,125;16,36217075;3;4,5;0;0;935,225;0
21;26/08/2024;22,75;38;27,9875;0;22,75;7,635;14,5790677;1,75;4;0;0;935,575;0
22;26/08/2024;19,025;49,75;22,415;0;19,025;8,2025;13,26049544;0,25;1,25;157,5;0;936,175;0
23;26/08/2024;17,525;55,25;20,465;0;17,525;8,365;12,68476284;1;2,5;0;0;936,475;0
0;27/08/2024;16,625;59,25;19,36;0;16,625;8,565;12,37810161;1,5;2,75;0;0;936,375;0
1;27/08/2024;15,5;69,75;18,0675;0;15,5;9,9425;12,51504483;0,75;2;33,75;0;936,375;0
2;27/08/2024;14,275;77,5;16,75;0;14,275;10,355;12,17010168;0,75;1,5;67,5;0;936,25;0
3;27/08/2024;13,55;83,25;16,01;0;13,55;10,7375;12,03474147;0,75;2;45;0;935,975;0
4;27/08/2024;12,975;85;15,445;0;12,975;10,4875;11,64630915;0,5;1,75;22,5;0,5;935,7;0
5;27/08/2024;12,25;88,75;14,755;0;12,25;10,4275;11,28360551;1;2,25;22,5;1;935,45;0
6;27/08/2024;11,975;90;14,4975;0;11,975;10,365;11,12561998;1,25;3;28,125;1,75;935,475;0
7;27/08/2024;11,525;91,25;14,0925;2,25;11,525;10,1325;10,79461831;0,5;1,5;45;8,25;935,7;0
8;27/08/2024;12,825;87,25;15,3075;51,75;12,825;10,73;11,69979145;2,25;5;45;0,25;935,875;0
9;27/08/2024;15,9;77,5;18,6;262,5;15,9;11,9;13,65041668;4;7,25;45;0;936;0
10;27/08/2024;19,675;66,25;23,3475;357;19,675;13,14;15,84579411;3;6,25;95,625;0;935,825;0
11;27/08/2024;24,95;53,25;31,8025;571,5;24,95;14,715;18,63757788;1,75;4,25;22,5;0;935,725;0
12;27/08/2024;27,74423358;38,25;38,29;613,5;28,225;12,6125;18,77909498;1,5;4,5;101,25;0;935,4;0
13;27/08/2024;28,6522772;32,5;41,54;614,25;29,675;11,49;18,77894085;2,75;6,25;135;0;934,9;0
14;27/08/2024;29,95006589;28;45,655;727,5;31,375;10,74;19,05538282;4,25;8,75;180;0;934,35;0
15;27/08/2024;31,06996507;28,5;48,235;677,25;32,375;11,8675;19,85678357;5,25;11;146,25;0;933,75;0
16;27/08/2024;32,09062107;27,75;50,815;570;33,325;12,285;20,34617588;4,5;11,5;191,25;0;933,2;0
17;27/08/2024;32,83386327;29;52,0775;267;33,775;13,325;20,94197745;4,5;9,5;157,5;0;932,575;0
18;27/08/2024;32,02440982;24,5;51,655;225,75;33,625;10,685;19,78312998;4,75;9,75;191,25;0;932,175;0
19;27/08/2024;29,87672806;28;45,4775;58,5;31,3;10,6475;18,98379243;2;6;123,75;0;931,9;0
20;27/08/2024;27,96221484;37,25;38,845;20,25;28,45;12,4525;18,75698636;0,25;2;157,5;0;932;0
21;27/08/2024;23,9;48;29,9325;0,75;23,9;12,185;16,99227462;0,25;1,75;112,5;0;932,5;0
22;27/08/2024;20,175;55,75;23,995;0;20,175;11,005;14,98777655;0,25;1,25;168,75;0;933,075;0
23;27/08/2024;18;66;21,0525;0;18;11,51;14,34421389;0,25;1,5;45;0;933,375;0
0;28/08/2024;16,55;69;19,2725;0;16,55;10,7675;13,37784592;1,25;3,75;11,25;0;933,675;0
1;28/08/2024;15,275;73;17,82;0;15,275;10,41;12,64093847;0,25;1,5;135;0;933,775;0
2;28/08/2024;14,2;75;16,6725;0;14,2;9,79;11,85698036;0,25;1,25;45;0;933,925;0
3;28/08/2024;13,25;77;15,7125;0;13,25;9,2575;11,16918708;0,25;1,75;112,5;0;933,9;0
4;28/08/2024;12,575;78,75;15,0575;0;12,575;8,94;10,70169295;0,25;1;45;0;933,775;0
5;28/08/2024;12,025;76;14,545;0;12,025;7,88;9,941182351;0;0,5;112,5;0;933,775;0
6;28/08/2024;11,5;77,75;14,07;0;11,5;7,7075;9,608372633;0,5;1,5;0;0;933,85;0
7;28/08/2024;11,2;79,75;13,8075;1,5;11,2;7,7925;9,501837277;0;1;22,5;0;934,05;0
8;28/08/2024;13,15;73,25;15,6625;75;13,15;8,3625;10,68986373;0,75;2;45;0;934,325;0
