hour;date;Contenido volumetrico (10 cm);Contenido volumetrico (20 cm);Contenido volumetrico (40 cm);Contenido volumetrico (60 cm);Agua util;Temperatura en suelo (10 cm);Temperatura en suelo (20 cm);Temperatura en suelo (40 cm);Temperatura en suelo (60 cm)
7;23/07/2024;27,7;28,2;29,9;28,1;55,1869171;23,475;24,425;24,8;23,3
8;23/07/2024;27,625;28,1;29,9;28,1;55,0119171;23,275;24,25;24,8;23,35
9;23/07/2024;27,475;28,025;29,85;28,1;54,7119171;23,275;24,075;24,725;23,4
10;23/07/2024;27,35;27,85;29,8;28,1;54,3369171;23,8;24;24,65;23,4
11;23/07/2024;27,1;27,6;29,775;28,1;53,7994171;24,75;24,1;24,6;23,4
12;23/07/2024;26,75;27,3;29,7;28,1;53,0369171;25,75;24,35;24,55;23,4
13;23/07/2024;26,325;27,025;29,675;28,1;52,2994171;26,9;24,75;24,5;23,375
14;23/07/2024;25,75;26,725;29,6;28,1;51,3119171;27,3;25,15;24,45;23,325
15;23/07/2024;25,1;26,35;29,6;28,075;50,2369171;27,275;25,45;24,5;23,3
16;23/07/2024;24,425;26,05;29,5;28,025;49,0119171;27,3;25,65;24,525;23,3
17;23/07/2024;23,775;25,65;29,5;28;47,9119171;27,35;25,825;24,6;23,3
18;23/07/2024;23,15;25,35;29,425;28;46,8744171;27,9;25,975;24,65;23,3
19;23/07/2024;22,6;25,05;29,4;28;45,9869171;28,575;26,25;24,75;23,3
20;23/07/2024;22,05;24,85;29,4;28;45,32778515;28,6;26,525;24,8;23,3
21;23/07/2024;21,8;24,75;29,4;28;45,2080745;28,1;26,7;24,9;23,3
22;23/07/2024;21,675;24,8;29,4;28,1;45,4580745;27,575;26,8;25;23,3
23;23/07/2024;21,55;24,7;29,4;28,1;45,3580745;27,125;26,7;25,1;23,3
0;24/07/2024;21,45;24,7;29,4;28,1;45,3580745;26,775;26,6;25,225;23,375
1;24/07/2024;21,375;24,7;29,4;28,1;45,3580745;26,45;26,475;25,3;23,4
2;24/07/2024;21,275;24,65;29,4;28,125;45,3580745;26,15;26,35;25,375;23,4
3;24/07/2024;21,2;24,6;29,4;28,175;45,4080745;25,75;26,225;25,4;23,4
4;24/07/2024;21,1;24,6;29,4;28,2;45,4580745;25,325;26,025;25,4;23,475
5;24/07/2024;21;24,5;29,4;28,2;45,3580745;24,975;25,825;25,4;23,525
6;24/07/2024;20,95;24,5;29,4;28,2;45,3580745;24,7;25,6;25,45;23,6
7;24/07/2024;20,85;24,45;29,4;28,2;45,3080745;24,375;25,4;25,4;23,6
8;24/07/2024;20,75;24,4;29,325;28,2;45,1455745;24,125;25,2;25,4;23,6
9;24/07/2024;20,6;24,3;29,3;28,2;45,0080745;24,125;25;25,4;23,6
10;24/07/2024;20,325;24,15;29,3;28,2;44,8580745;24,725;24,9;25,325;23,675
11;24/07/2024;20,05;23,9;29,225;28,2;44,4955745;25,775;24,975;25,3;23,7
12;24/07/2024;19,65;23,675;29,2;28,175;44,1830745;26,925;25,275;25,225;23,7
13;24/07/2024;19,25;23,425;29,15;28,1;43,7080745;28,125;25,7;25,2;23,7
14;24/07/2024;18,725;23,125;29,1;28,1;43,3330745;28,5;26,15;25,2;23,7
15;24/07/2024;18,175;22,825;29,075;28,1;42,9955745;28,4;26,475;25,2;23,7
16;24/07/2024;17,65;22,525;29;28,025;42,4330745;28,4;26,675;25,275;23,7
17;24/07/2024;17,15;22,25;28,925;28;42,00086385;28,525;26,825;25,3;23,7
18;24/07/2024;16,75;21,975;28,9;28;41,8292319;29,05;27;25,4;23,7
19;24/07/2024;16,375;21,75;28,825;28;41,7167319;29,65;27,25;25,425;23,7
20;24/07/2024;16,1;21,575;28,8;28;41,6792319;29,5;27,525;25,55;23,7
21;24/07/2024;16;21,5;28,8;28;41,6792319;29;27,6;25,625;23,725
22;24/07/2024;15,975;21,5;28,8;28;41,6792319;28,45;27,6;25,775;23,8
23;24/07/2024;15,9;21,5;28,8;28;41,6792319;27,95;27,6;25,85;23,8
0;25/07/2024;15,9;21,425;28,8;28,075;41,8292319;27,55;27,45;25,925;23,8
1;25/07/2024;15,85;21,4;28,8;28,1;41,8792319;27,075;27,325;26,025;23,8
2;25/07/2024;15,8;21,4;28,8;28,1;41,8792319;26,65;27,125;26,1;23,9
3;25/07/2024;15,8;21,4;28,8;28,1;41,8792319;26,25;26,9;26,1;23,9
4;25/07/2024;15,775;21,325;28,8;28,1;41,8792319;25,825;26,675;26,125;23,9
5;25/07/2024;15,7;21,3;28,8;28,1;41,8792319;25,45;26,475;26,175;24
6;25/07/2024;15,7;21,3;28,8;28,1;41,8792319;25,175;26,225;26,1;24,025
7;25/07/2024;15,7;21,2;28,8;28,1;41,8792319;24,875;25,975;26,1;24,1
8;25/07/2024;15,675;21,2;28,775;28,1;41,8417319;24,65;25,8;26,1;24,1
9;25/07/2024;15,6;21,175;28,7;28,1;41,7292319;24,625;25,575;26,025;24,1
10;25/07/2024;15,6;21,05;28,7;28,1;41,7292319;25,15;25,425;25,9;24,1
11;25/07/2024;15,55;20,95;28,65;28,1;41,6542319;26,05;25,55;25,9;24,1
12;25/07/2024;15,45;20,825;28,6;28,075;41,5292319;27,05;25,75;25,8;24,125
13;25/07/2024;15,35;20,675;28,5;28;41,2292319;28,175;26,1;25,8;24,2
14;25/07/2024;15,15;20,55;28,45;28;41,1542319;28,6;26,475;25,775;24,1
15;25/07/2024;15,1;20,425;28,4;28;41,0792319;28,625;26,8;25,8;24,1
16;25/07/2024;14,925;20,25;28,325;27,925;40,8167319;28,8;26,975;25,8;24,1
17;25/07/2024;14,775;20,125;28,25;27,9;40,6542319;29,075;27,175;25,8;24,1
18;25/07/2024;14,575;20;28,2;27,9;40,5792319;29,675;27,4;25,85;24,1
19;25/07/2024;14,475;19,875;28,125;27,9;40,4667319;30,15;27,675;25,9;24,1
20;25/07/2024;14,35;19,8;28,1;27,875;40,3792319;29,95;27,9;25,975;24,1
21;25/07/2024;14,3;19,8;28,1;27,9;40,4292319;29,35;28;26,1;24,1
22;25/07/2024;14,275;19,8;28,1;27,9;40,4292319;28,8;28;26,15;24,125
23;25/07/2024;14,3;19,8;28,1;27,9;40,4292319;28,25;27,9;26,3;24,2
0;26/07/2024;14,3;19,8;28,1;27,9;40,4292319;27,75;27,775;26,35;24,2
1;26/07/2024;14,25;19,8;28,1;27,9;40,4292319;27,25;27,575;26,4;24,25
2;26/07/2024;14,125;19,75;28,1;27,9;40,4292319;26,75;27,35;26,425;24,3
3;26/07/2024;14,1;19,7;28,1;27,9;40,4292319;26,35;27,1;26,5;24,3
4;26/07/2024;14,025;19,7;28,1;27,975;40,5792319;25,975;26,85;26,5;24,3
5;26/07/2024;14;19,675;28,1;28;40,6292319;25,65;26,675;26,5;24,35
6;26/07/2024;14;19,625;28;28;40,4792319;25,3;26,4;26,4;24,4
7;26/07/2024;14;19,6;28;28;40,4792319;25,025;26,175;26,4;24,4
8;26/07/2024;13,975;19,6;28;28;40,4792319;24,825;25,925;26,35;24,4
9;26/07/2024;13,975;19,6;28;28;40,4792319;24,8;25,75;26,3;24,4
10;26/07/2024;14;19,5;27,925;28;40,3667319;25,375;25,6;26,225;24,4
11;26/07/2024;14;19,5;27,9;27,9;40,1292319;26,45;25,725;26,1;24,4
12;26/07/2024;14,05;19,425;27,8;27,9;39,9792319;27,625;25,975;26,05;24,4
13;26/07/2024;14,1;19,4;27,75;27,9;39,9042319;28,825;26,425;25,975;24,4
14;26/07/2024;14,025;19,375;27,7;27,825;39,6792319;29,3;26,85;25,9;24,4
15;26/07/2024;13,95;19,3;27,625;27,8;39,5167319;29,3;27,225;25,925;24,4
16;26/07/2024;13,875;19,2;27,55;27,8;39,4042319;29,4;27,425;26;24,4
17;26/07/2024;13,8;19,125;27,5;27,7;39,1292319;29,65;27,625;26,1;24,4
18;26/07/2024;13,8;19,075;27,425;27,7;39,0167319;30,275;27,85;26,1;24,4
19;26/07/2024;13,725;19;27,375;27,7;38,9417319;30,85;28,125;26,225;24,4
20;26/07/2024;13,625;19;27,3;27,65;38,7292319;30,625;28,375;26,3;24,4
21;26/07/2024;13,6;19;27,3;27,7;38,8292319;30,125;28,475;26,375;24,4
22;26/07/2024;13,5;19;27,3;27,7;38,8292319;29,525;28,5;26,45;24,4
23;26/07/2024;13,5;19;27,3;27,7;38,8292319;28,9;28,375;26,575;24,4
0;27/07/2024;13,5;19;27,3;27,7;38,8292319;28,5;28,275;26,65;24,4
1;27/07/2024;13,5;19;27,3;27,7;38,8292319;28,125;28,1;26,75;24,475
2;27/07/2024;13,425;18,9;27,3;27,7;38,8292319;27,75;27,925;26,8;24,5
3;27/07/2024;13,4;18,9;27,3;27,7;38,8292319;27,425;27,75;26,8;24,575
4;27/07/2024;13,375;18,9;27,3;27,7;38,8292319;27,05;27,525;26,8;24,6
5;27/07/2024;13,3;18,9;27,3;27,725;38,8792319;26,75;27,35;26,8;24,6
6;27/07/2024;13,3;18,9;27,3;27,8;39,0292319;26,375;27,125;26,8;24,6
7;27/07/2024;13,25;18,8;27,3;27,8;39,0292319;26,1;26,9;26,8;24,675
8;27/07/2024;13,2;18,8;27,3;27,8;39,0292319;25,825;26,675;26,8;24,7
9;27/07/2024;13,2;18,8;27,225;27,8;38,9167319;25,825;26,475;26,675;24,7
10;27/07/2024;13,275;18,8;27,2;27,7;38,6792319;26,425;26,4;26,6;24,8
11;27/07/2024;13,35;18,8;27,125;27,7;38,5667319;27,475;26,475;26,575;24,8
12;27/07/2024;13,4;18,8;27,1;27,7;38,5292319;28,675;26,775;26,475;24,8
13;27/07/2024;13,475;18,8;27;27,6;38,1792319;29,95;27,25;26,4;24,8
14;27/07/2024;13,425;18,75;26,95;27,6;38,1042319;30,35;27,725;26,4;24,8
15;27/07/2024;13,375;18,7;26,9;27,525;37,8792319;30,3;28,025;26,4;24,8
16;27/07/2024;13,3;18,7;26,8;27,5;37,6792319;30,3;28,275;26,5;24,7
17;27/07/2024;13,3;18,625;26,75;27,4;37,4042319;30,475;28,375;26,6;24,7
18;27/07/2024;13,25;18,6;26,7;27,35;37,2292319;31,025;28,6;26,625;24,7
19;27/07/2024;13,2;18,6;26,65;27,3;37,0542319;31,525;28,85;26,725;24,7
20;27/07/2024;13,175;18,6;26,6;27,3;36,9792319;31,4;29,075;26,8;24,7
21;27/07/2024;13,1;18,6;26,6;27,3;36,9792319;30,85;29,2;26,875;24,8
22;27/07/2024;13,05;18,6;26,6;27,3;36,9792319;30,2;29,175;26,975;24,8
23;27/07/2024;13;18,575;26,6;27,3;36,9792319;29,75;29,075;27,1;24,8
0;28/07/2024;13;18,525;26,6;27,3;36,9792319;29,25;28,925;27,15;24,8
1;28/07/2024;12,925;18,5;26,6;27,3;36,9792319;28,8;28,775;27,275;24,8
2;28/07/2024;12,9;18,5;26,6;27,325;37,0292319;28,375;28,55;27,3;24,875
3;28/07/2024;12,85;18,5;26,6;27,4;37,1792319;27,95;28,35;27,3;24,9
4;28/07/2024;12,8;18,45;26,6;27,4;37,1792319;27,475;28,1;27,3;24,9
5;28/07/2024;12,8;18,4;26,6;27,4;37,1792319;27,125;27,85;27,3;24,925
6;28/07/2024;12,775;18,4;26,6;27,4;37,1792319;26,75;27,6;27,3;25
7;28/07/2024;12,7;18,4;26,6;27,4;37,1792319;26,475;27,35;27,3;25
8;28/07/2024;12,7;18,4;26,525;27,4;37,0667319;26,25;27,125;27,2;25,075
9;28/07/2024;12,7;18,3;26,5;27,4;37,0292319;26,25;26,925;27,125;25,1
10;28/07/2024;12,75;18,3;26,5;27,35;36,9292319;26,8;26,8;27,075;25,1
11;28/07/2024;12,875;18,3;26,4;27,3;36,6792319;27,925;26,9;26,95;25,1
12;28/07/2024;13;18,3;26,35;27,25;36,5042319;29,275;27,25;26,9;25,1
13;28/07/2024;13,025;18,3;26,3;27,2;36,3292319;30,625;27,7;26,85;25,1
14;28/07/2024;13;18,3;26,2;27,1;35,9792319;31,1;28,2;26,8;25,1
15;28/07/2024;12,975;18,3;26,175;27,05;35,8417319;31,05;28,525;26,85;25,1
16;28/07/2024;12,9;18,25;26,1;26,975;35,5792319;31,175;28,8;26,9;25,1
17;28/07/2024;12,9;18,2;26,05;26,9;35,3542319;31,375;28,975;26,95;25,1
18;28/07/2024;12,9;18,175;26;26,8;35,0792319;31,85;29,225;27,075;25,075
19;28/07/2024;12,875;18,2;25,95;26,75;34,9042319;32,1;29,475;27,125;25,1
20;28/07/2024;12,8;18,2;25,9;26,7;34,7292319;31,775;29,65;27,25;25,1
21;28/07/2024;12,75;18,2;25,9;26,7;34,7292319;31,25;29,7;27,325;25,1
22;28/07/2024;12,7;18,2;25,9;26,725;34,7792319;30,675;29,675;27,4;25,1
23;28/07/2024;12,675;18,175;25,9;26,8;34,9292319;30,125;29,575;27,525;25,1
0;29/07/2024;12,6;18,15;25,9;26,8;34,9292319;29,625;29,375;27,6;25,1
1;29/07/2024;12,6;18,1;25,975;26,8;35,0417319;29,25;29,2;27,675;25,125
2;29/07/2024;12,525;18,1;26;26,8;35,0792319;28,925;29;27,7;25,2
3;29/07/2024;12,5;18,1;25,9;26,8;34,9292319;28,725;28,825;27,8;25,25
4;29/07/2024;12,5;18,05;25,9;26,8;34,9292319;28,475;28,65;27,8;25,3
5;29/07/2024;12,5;18;25,9;26,8;34,9292319;28,225;28,475;27,8;25,3
6;29/07/2024;12,5;18;25,9;26,8;34,9292319;27,95;28,325;27,75;25,3
7;29/07/2024;12,375;18;25,9;26,8;34,9292319;27,575;28,125;27,7;25,35
8;29/07/2024;12,35;18;25,9;26,8;34,9292319;27,325;27,925;27,625;25,4
9;29/07/2024;12,325;17,975;25,9;26,8;34,9292319;27,4;27,775;27,6;25,4
10;29/07/2024;12,4;17,9;25,825;26,775;34,7667319;28;27,7;27,55;25,4
11;29/07/2024;12,475;17,9;25,8;26,7;34,5792319;29,125;27,8;27,45;25,4
12;29/07/2024;12,525;17,9;25,7;26,65;34,3292319;30,125;28,125;27,4;25,4
13;29/07/2024;12,575;17,975;25,65;26,6;34,1542319;30,825;28,45;27,4;25,4
14;29/07/2024;12,525;17,95;25,6;26,55;33,9792319;31,1;28,825;27,4;25,4
15;29/07/2024;12,5;17,975;25,55;26,5;33,8042319;31,05;29,075;27,4;25,4
16;29/07/2024;12,475;18;25,5;26,5;33,7292319;30,7;29,2;27,4;25,4
17;29/07/2024;12,4;17,975;25,5;26,5;33,7292319;30,275;29,2;27,5;25,4
18;29/07/2024;12,375;17,9;25,5;26,45;33,6292319;30,375;29,1;27,575;25,4
19;29/07/2024;12,375;17,9;25,475;26,4;33,4917319;30,8;29,2;27,6;25,4
20;29/07/2024;12,35;17,9;25,4;26,4;33,3792319;30,8;29,3;27,6;25,4
21;29/07/2024;12,3;17,9;25,4;26,4;33,3792319;30,45;29,3;27,7;25,4
22;29/07/2024;12,2;17,9;25,4;26,4;33,3792319;29,9;29,3;27,725;25,4
23;29/07/2024;12,2;17,9;25,4;26,4;33,3792319;29,425;29,125;27,8;25,4
0;30/07/2024;12,15;17,9;25,4;26,4;33,3792319;28,975;28,95;27,8;25,45
1;30/07/2024;12,1;17,875;25,4;26,45;33,4792319;28,6;28,775;27,8;25,5
2;30/07/2024;12,1;17,85;25,4;26,5;33,5792319;28,225;28,55;27,8;25,5
3;30/07/2024;12,05;17,8;25,4;26,5;33,5792319;27,875;28,35;27,8;25,5
4;30/07/2024;12;17,8;25,4;26,5;33,5792319;27,6;28,125;27,8;25,55
5;30/07/2024;12;17,8;25,4;26,5;33,5792319;27,375;27,925;27,725;25,6
6;30/07/2024;12;17,8;25,4;26,5;33,5792319;27,175;27,75;27,625;25,6
7;30/07/2024;12;17,7;25,4;26,5;33,5792319;26,875;27,525;27,6;25,6
8;30/07/2024;25,425;17,7;25,4;26,45;38,51336385;26,4;27,35;27,525;25,6
9;30/07/2024;32,45;19,425;25,375;26,4;43,6705745;26,15;27,05;27,4;25,6
10;30/07/2024;32,95;25,675;25,3;26,4;47,6119171;26,45;26,825;27,35;25,6
11;30/07/2024;33,075;29,55;25,3;26,4;51,6119171;27,25;26,825;27,275;25,6
12;30/07/2024;33,2;30,35;25,275;26,3;52,2994171;28,15;27;27,15;25,55
13;30/07/2024;33,3;30,575;25,475;26,3;52,9244171;28,975;27,35;27,1;25,5
14;30/07/2024;33,375;30,6;26,35;26,3;54,3369171;29,375;27,725;27,1;25,5
15;30/07/2024;33,5;30,675;27,375;26,225;55,9244171;29,3;27,975;27,075;25,425
16;30/07/2024;33,6;30,7;28,475;26,2;57,6494171;29,125;28,1;27,1;25,4
17;30/07/2024;33,7;30,8;29,4;26,2;59,2369171;29,1;28,225;27,1;25,4
18;30/07/2024;33,5;30,675;30,15;26,2;60,0369171;29,1;28,3;27,2;25,4
19;30/07/2024;33,05;30,2;30,55;26,2;59,7119171;29,025;28,3;27,275;25,4
20;30/07/2024;32,05;29,925;30,6;26,2;58,5119171;28,7;28,3;27,3;25,4
21;30/07/2024;31,625;29,7;30,625;26,2;57,8994171;28,3;28,3;27,3;25,4
22;30/07/2024;31,375;29,55;30,65;26,275;57,6869171;28,075;28,175;27,3;25,4
23;30/07/2024;31,15;29,425;30,6;26,3;57,3119171;27,8;28,1;27,4;25,4
0;31/07/2024;30,95;29,325;30,6;26,325;57,0619171;27,525;27,975;27,4;25,4
1;31/07/2024;30,775;29,225;30,6;26,4;56,9369171;27,25;27,85;27,4;25,4
2;31/07/2024;30,6;29,1;30,6;26,4;56,6369171;26,95;27,725;27,4;25,4
3;31/07/2024;30,425;29,025;30,5;26,5;56,4369171;26,65;27,525;27,4;25,425
4;31/07/2024;30,275;28,925;30,5;26,5;56,1869171;26,325;27,35;27,4;25,5
5;31/07/2024;30,15;28,825;30,5;26,55;56,0619171;25,975;27,125;27,375;25,5
6;31/07/2024;30,025;28,775;30,5;26,6;55,9869171;25,675;26,9;27,3;25,5
7;31/07/2024;29,9;28,675;30,4;26,6;55,6119171;25,35;26,675;27,3;25,5
8;31/07/2024;29,775;28,6;30,4;26,7;55,6119171;25,075;26,475;27,2;25,5
9;31/07/2024;29,65;28,475;30,4;26,7;55,3619171;25,05;26,25;27,1;25,5
10;31/07/2024;29,5;28,3;30,3;26,7;54,8869171;25,525;26,1;27,05;25,5
11;31/07/2024;29,275;28,1;30,3;26,7;54,4619171;26,3;26,125;26,9;25,5
12;31/07/2024;28,95;27,875;30,2;26,7;53,7619171;27,025;26,325;26,85;25,5
13;31/07/2024;28,575;27,625;30,175;26,65;52,9994171;27,8;26,6;26,8;25,425
14;31/07/2024;28,125;27,325;30,1;26,6;52,0369171;27,95;26,875;26,725;25,4
15;31/07/2024;27,65;27,05;30,05;26,6;51,2119171;27,85;27,075;26,7;25,4
16;31/07/2024;27,125;26,775;30;26,6;50,3369171;27,9;27,15;26,7;25,4
17;31/07/2024;26,6;26,475;29,95;26,6;49,4369171;28,05;27,3;26,7;25,4
18;31/07/2024;26,075;26,175;29,9;26,6;48,5369171;28,425;27,375;26,775;25,35
19;31/07/2024;25,55;25,95;29,9;26,6;47,7869171;28,95;27,575;26,8;25,3
20;31/07/2024;25,15;25,75;29,875;26,6;47,1494171;28,9;27,775;26,8;25,3
21;31/07/2024;24,875;25,7;29,8;26,7;46,9119171;28,55;27,875;26,825;25,3
22;31/07/2024;24,775;25,7;29,8;26,7;46,8119171;28,15;27,9;26,9;25,3
23;31/07/2024;24,7;25,65;29,8;26,8;46,8869171;27,75;27,825;26,925;25,3
0;01/08/2024;24,6;25,6;29,8;26,8;46,7369171;27,4;27,75;27;25,3
1;01/08/2024;24,525;25,6;29,8;26,825;46,7119171;27,175;27,6;27,1;25,3
2;01/08/2024;24,45;25,55;29,8;26,9;46,7369171;26,9;27,45;27,1;25,3
3;01/08/2024;24,375;25,5;29,8;26,9;46,6119171;26,725;27,325;27,1;25,3
4;01/08/2024;24,3;25,5;29,8;26,925;46,5869171;26,45;27,175;27,1;25,325
5;01/08/2024;24,225;25,425;29,775;27;46,5494171;26,2;27;27,1;25,4
6;01/08/2024;24,175;25,4;29,7;27;46,3619171;25,9;26,85;27,1;25,4
7;01/08/2024;24,1;25,35;29,7;27;46,2369171;25,6;26,675;27,05;25,4
8;01/08/2024;24,05;25,3;29,7;27,05;46,2369171;25,35;26,45;26,975;25,4
9;01/08/2024;23,925;25,25;29,7;27,1;46,1619171;25,325;26,275;26,9;25,4
10;01/08/2024;23,75;25,075;29,675;27,1;45,7744171;25,875;26,175;26,875;25,4
11;01/08/2024;23,525;24,9;29,6;27,025;45,1119171;26,775;26,25;26,8;25,4
12;01/08/2024;23,2;24,7;29,6;27;44,5369171;27,7;26,475;26,75;25,4
13;01/08/2024;22,85;24,5;29,525;26,925;43,7244171;28,65;26,825;26,7;25,4
14;01/08/2024;22,425;24,225;29,5;26,9;42,9369171;28,975;27,2;26,6;25,4
15;01/08/2024;21,925;23,975;29,425;26,825;42,1205745;28,9;27,45;26,6;25,325
16;01/08/2024;21,45;23,7;29,4;26,8;41,7580745;28,9;27,625;26,7;25,3
17;01/08/2024;21,05;23,4;29,4;26,8;41,4580745;29,075;27,775;26,725;25,3
18;01/08/2024;20,675;23,25;29,375;26,8;41,2705745;29,3;27,875;26,8;25,3
19;01/08/2024;20,4;23,125;29,3;26,8;41,0330745;29,4;28,075;26,825;25,3
20;01/08/2024;20,15;22,95;29,3;26,8;40,8580745;29,425;28,175;26,9;25,3
21;01/08/2024;20;22,9;29,3;26,8;40,8080745;29,125;28,3;26,925;25,3
22;01/08/2024;19,9;22,9;29,3;26,825;40,8580745;28,525;28,275;27,025;25,3
23;01/08/2024;19,8;22,875;29,3;26,9;40,9830745;27,95;28,125;27,1;25,3
0;02/08/2024;19,725;22,8;29,3;26,9;40,9080745;27,375;27,95;27,125;25,3
1;02/08/2024;19,625;22,8;29,3;26,9;40,9080745;26,95;27,725;27,2;25,3
2;02/08/2024;19,575;22,775;29,3;26,975;41,0330745;26,5;27,475;27,25;25,35
3;02/08/2024;19,5;22,7;29,3;27;41,0080745;26,15;27,3;27,3;25,4
4;02/08/2024;19,475;22,7;29,275;27;40,9705745;25,85;27,025;27,225;25,4
5;02/08/2024;19,4;22,7;29,225;27;40,8955745;25,575;26,8;27,2;25,4
6;02/08/2024;19,35;22,6;29,225;27;40,7955745;25,35;26,6;27,1;25,4
7;02/08/2024;19,3;22,6;29,2;27;40,7580745;25,1;26,375;27,1;25,4
8;02/08/2024;19,25;22,6;29,2;27;40,7580745;24,925;26,2;27,025;25,4
9;02/08/2024;19,175;22,525;29,2;27;40,6830745;24,8;26;26,9;25,4
10;02/08/2024;19,05;22,45;29,2;27;40,6080745;25,075;25,85;26,85;25,4
11;02/08/2024;18,925;22,325;29,1;26,975;40,2830745;25,75;25,825;26,8;25,4
12;02/08/2024;18,8;22,225;29,1;26,9;40,0330745;26,525;25,975;26,675;25,4
13;02/08/2024;18,65;22,125;29;26,85;39,69894255;27,375;26,225;26,6;25,4
14;02/08/2024;18,475;22;29;26,8;39,5792319;27,7;26,525;26,6;25,4
15;02/08/2024;18,25;21,875;29;26,8;39,5792319;27,65;26,75;26,5;25,4
16;02/08/2024;18,05;21,75;28,9;26,725;39,2792319;27,725;26,85;26,5;25,35
17;02/08/2024;17,85;21,625;28,9;26,7;39,2292319;27,85;26,925;26,5;25,3
18;02/08/2024;17,725;21,5;28,85;26,7;39,1542319;28,275;27,075;26,6;25,3
19;02/08/2024;17,55;21,4;28,8;26,7;39,0792319;28,75;27,275;26,6;25,3
20;02/08/2024;17,425;21,35;28,8;26,7;39,0792319;28,5;27,4;26,6;25,3
21;02/08/2024;17,325;21,3;28,8;26,7;39,0792319;27,95;27,425;26,6;25,3
22;02/08/2024;17,3;21,3;28,8;26,7;39,0792319;27,425;27,4;26,7;25,3
23;02/08/2024;17,2;21,3;28,8;26,725;39,1292319;26,95;27,3;26,775;25,3
0;03/08/2024;17,2;21,3;28,8;26,8;39,2792319;26,5;27,125;26,8;25,3
1;03/08/2024;17,1;21,3;28,8;26,8;39,2792319;26,05;26,9;26,8;25,3
2;03/08/2024;17,1;21,2;28,8;26,8;39,2792319;25,65;26,725;26,8;25,3
3;03/08/2024;17;21,2;28,8;26,8;39,2792319;25,325;26,475;26,8;25,3
4;03/08/2024;17;21,2;28,8;26,8;39,2792319;25,025;26,3;26,8;25,3
5;03/08/2024;17;21,15;28,8;26,8;39,2792319;24,8;26,05;26,75;25,3
6;03/08/2024;16,9;21,1;28,775;26,85;39,3417319;24,525;25,85;26,675;25,3
7;03/08/2024;16,9;21,1;28,7;26,875;39,2792319;24,3;25,625;26,6;25,3
8;03/08/2024;16,9;21,1;28,7;26,9;39,3292319;24,075;25,425;26,525;25,3
9;03/08/2024;16,8;21,1;28,7;26,85;39,2292319;23,95;25,25;26,425;25,3
10;03/08/2024;16,8;21;28,7;26,8;39,1292319;24,5;25,1;26,35;25,3
11;03/08/2024;16,8;20,95;28,6;26,775;38,9292319;25,5;25,175;26,275;25,3
12;03/08/2024;16,75;20,875;28,6;26,7;38,7792319;26,475;25,425;26,15;25,25
13;03/08/2024;16,7;20,8;28,55;26,675;38,6542319;27,525;25,775;26,1;25,2
14;03/08/2024;16,525;20,7;28,5;26,6;38,4292319;27,9;26,2;26,1;25,175
15;03/08/2024;16,375;20,6;28,425;26,6;38,3167319;28;26,475;26,1;25,1
16;03/08/2024;16,25;20,5;28,4;26,5;38,0792319;28,15;26,7;26,1;25,1
17;03/08/2024;16,125;20,4;28,4;26,5;38,0792319;28,35;26,875;26,1;25,1
18;03/08/2024;16;20,3;28,325;26,5;37,9667319;28,85;27,05;26,125;25,1
19;03/08/2024;15,9;20,25;28,3;26,425;37,7792319;29,475;27,325;26,225;25,05
20;03/08/2024;15,775;20,2;28,3;26,4;37,7292319;29,325;27,575;26,3;25
21;03/08/2024;15,7;20,2;28,3;26,4;37,7292319;28,675;27,675;26,325;25
22;03/08/2024;15,625;20,2;28,3;26,5;37,9292319;28,025;27,625;26,4;25
23;03/08/2024;15,6;20,2;28,3;26,5;37,9292319;27,45;27,525;26,475;25
0;04/08/2024;15,525;20,2;28,3;26,5;37,9292319;27,05;27,35;26,6;25
1;04/08/2024;15,5;20,1;28,3;26,5;37,9292319;26,65;27,175;26,6;25
2;04/08/2024;15,5;20,1;28,3;26,525;37,9792319;26,25;26,975;26,625;25,05
3;04/08/2024;15,425;20,1;28,3;26,6;38,1292319;25,875;26,775;26,7;25,1
4;04/08/2024;15,4;20,1;28,3;26,6;38,1292319;25,525;26,525;26,7;25,1
5;04/08/2024;15,4;20,025;28,25;26,6;38,0542319;25,2;26,325;26,6;25,1
6;04/08/2024;15,325;20;28,2;26,6;37,9792319;24,825;26,1;26,6;25,1
7;04/08/2024;15,3;20;28,2;26,6;37,9792319;24,525;25,85;26,575;25,1
8;04/08/2024;15,3;20;28,2;26,6;37,9792319;24,225;25,625;26,475;25,1
9;04/08/2024;15,3;19,9;28,2;26,6;37,9792319;24,1;25,4;26,4;25,1
10;04/08/2024;15,3;19,875;28,175;26,525;37,7917319;24,675;25,3;26,325;25,1
11;04/08/2024;15,3;19,8;28,1;26,5;37,6292319;25,85;25,35;26,275;25,1
12;04/08/2024;15,225;19,725;28,05;26,425;37,4042319;27,05;25,65;26,15;25,1
13;04/08/2024;15,2;19,675;28;26,4;37,2792319;28,375;26,075;26,1;25,1
14;04/08/2024;15,1;19,6;27,925;26,325;37,0167319;28,8;26,575;26,1;25,1
15;04/08/2024;14,975;19,55;27,9;26,3;36,9292319;28,85;26,9;26,1;25,075
16;04/08/2024;14,85;19,45;27,9;26,275;36,8792319;29,05;27,175;26,1;25
17;04/08/2024;14,775;19,375;27,8;26,2;36,5792319;29,275;27,375;26,175;25
